level,id,totalCount,verifiedCount,medoidId,proteinG_numericCount,proteinG_nullCount,proteinG_mean,proteinG_median,proteinG_p25,proteinG_p75,proteinG_min,proteinG_max,proteinG_stddev,proteinG_mad,carbsG_numericCount,carbsG_nullCount,carbsG_mean,carbsG_median,carbsG_p25,carbsG_p75,carbsG_min,carbsG_max,carbsG_stddev,carbsG_mad,fiberG_numericCount,fiberG_nullCount,fiberG_mean,fiberG_median,fiberG_p25,fiberG_p75,fiberG_min,fiberG_max,fiberG_stddev,fiberG_mad,fatG_numericCount,fatG_nullCount,fatG_mean,fatG_median,fatG_p25,fatG_p75,fatG_min,fatG_max,fatG_stddev,fatG_mad,declaredKcal_numericCount,declaredKcal_nullCount,declaredKcal_mean,declaredKcal_median,declaredKcal_p25,declaredKcal_p75,declaredKcal_min,declaredKcal_max,declaredKcal_stddev,declaredKcal_mad
exchangeProfileId,protein-ground-beef-lean,1,1,viandes-volaille-lean-ground-beef,1,0,8.7,8.7,8.7,8.7,8.7,8.7,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,77,77,77,77,77,77,,0
exchangeProfileId,protein-ground-beef-medium,1,1,viandes-volaille-medium-ground-beef,1,0,8.8,8.8,8.8,8.8,8.8,8.8,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,5.3,5.3,5.3,5.3,5.3,5.3,,0,1,0,86,86,86,86,86,86,,0
exchangeProfileId,protein-ground-beef-regular,1,1,viandes-volaille-regular-ground-beef,1,0,8.6,8.6,8.6,8.6,8.6,8.6,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,6.7,6.7,6.7,6.7,6.7,6.7,,0,1,0,97,97,97,97,97,97,,0
exchangeProfileId,protein-ground-poultry,2,2,viandes-volaille-lean-ground-chicken,2,0,7.65,7.65,7.325,7.9750000000000005,7,8.3,0.9192388155425123,0.6500000000000004,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2.95,2.95,2.775,3.125,2.6,3.3,0.49497474683058307,0.34999999999999987,2,0,58,58,57.5,58.5,57,59,1.4142135623730951,1
exchangeProfileId,protein-ground-veal,1,1,viandes-volaille-ground-veal,1,0,7.3,7.3,7.3,7.3,7.3,7.3,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,52,52,52,52,52,52,,0
exchangeProfileId,protein-jerky,1,1,viandes-volaille-natural-beef-jerky,1,0,6.6,6.6,6.6,6.6,6.6,6.6,,0,1,0,2.2,2.2,2.2,2.2,2.2,2.2,,0,1,0,0.4,0.4,0.4,0.4,0.4,0.4,,0,1,0,5.1,5.1,5.1,5.1,5.1,5.1,,0,1,0,82,82,82,82,82,82,,0
exchangeProfileId,protein-lamb,1,1,viandes-volaille-lamb,1,0,9.3,9.3,9.3,9.3,9.3,9.3,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,59,59,59,59,59,59,,0
exchangeProfileId,protein-lean-animal,1,1,viandes-volaille-chicken-breast,1,0,9.3,9.3,9.3,9.3,9.3,9.3,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,50,50,50,50,50,50,,0
exchangeProfileId,protein-lean-fish,10,10,poissons-fruits-mer-alaska-pollock,10,0,10.129999999999999,10.2,9.350000000000001,10.674999999999999,6.9,13.1,1.6660332129542514,0.7999999999999989,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0.68,0.45,0.325,1,0.2,1.7,0.4939635614091388,0.19999999999999998,10,0,49.1,49.5,44,53.75,39,59,6.8548441914378255,6
exchangeProfileId,protein-liquid-egg-white,1,1,autres-sources-proteinees-liquid-egg-whites-burnbrae,1,0,10,10,10,10,10,10,,0,1,0,1,1,1,1,1,1,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,45,45,45,45,45,45,,0
exchangeProfileId,protein-mollusk,3,3,poissons-fruits-mer-canned-clams,3,0,7.966666666666666,10.7,6.499999999999999,10.8,2.3,10.9,4.9084960357866585,0.20000000000000107,3,0,2.8333333333333335,2.7,2.6,3,2.5,3.3,0.4163331998932264,0.20000000000000018,3,0,0,0,0,0,0,0,0,0,3,0,1.1333333333333335,0.7,0.7,1.35,0.7,2,0.7505553499465135,0,3,0,56,64,45.5,70.5,27,77,25.942243542145693,13
exchangeProfileId,protein-mollusk-lean,3,3,poissons-fruits-mer-scallop,3,0,9.933333333333332,9.2,8.2,11.3,7.2,13.4,3.164385143014885,1.9999999999999991,3,0,1.7666666666666666,2,1.4500000000000002,2.2,0.9,2.4,0.7767453465154028,0.3999999999999999,3,0,0,0,0,0,0,0,0,0,3,0,0.6333333333333333,0.6,0.5,0.75,0.4,0.9,0.2516611478423583,0.19999999999999996,3,0,55,50,45.5,62,41,74,17.05872210923198,9
exchangeProfileId,protein-natto,1,1,autres-sources-proteinees-fermented-natto,1,0,9.7,9.7,9.7,9.7,9.7,9.7,,0,1,0,6.3,6.3,6.3,6.3,6.3,6.3,,0,1,0,2.7,2.7,2.7,2.7,2.7,2.7,,0,1,0,5.5,5.5,5.5,5.5,5.5,5.5,,0,1,0,106,106,106,106,106,106,,0
exchangeProfileId,protein-pea-isolate,1,1,autres-sources-proteinees-now-pea-protein-vanilla-toffee,1,0,12.5,12.5,12.5,12.5,12.5,12.5,,0,1,0,3,3,3,3,3,3,,0,1,0,1,1,1,1,1,1,,0,1,0,1,1,1,1,1,1,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,protein-plant-edamame,1,1,noix-graines-cup-soybeans-or-edamame,1,0,11.7,11.7,11.7,11.7,11.7,11.7,,0,1,0,10.5,10.5,10.5,10.5,10.5,10.5,,0,1,0,4,4,4,4,4,4,,0,1,0,6.1,6.1,6.1,6.1,6.1,6.1,,0,1,0,134,134,134,134,134,134,,0
exchangeProfileId,protein-plant-soy-generic,1,1,autres-sources-proteinees-scoop-plant-protein,1,0,11.1,11.1,11.1,11.1,11.1,11.1,,0,1,0,5.8,5.8,5.8,5.8,5.8,5.8,,0,1,0,1.3,1.3,1.3,1.3,1.3,1.3,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,78,78,78,78,78,78,,0
exchangeProfileId,protein-pork-lean,2,2,viandes-volaille-pork-tenderloin,2,0,8.25,8.25,8.125,8.375,8,8.5,0.3535533905932738,0.25,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1.5,1.5,1.1500000000000001,1.85,0.8,2.2,0.9899494936611667,0.7000000000000001,2,0,48.5,48.5,45.75,51.25,43,54,7.7781745930520225,5.5
exchangeProfileId,protein-pork-ribs,1,1,viandes-volaille-pork,1,0,5.7,5.7,5.7,5.7,5.7,5.7,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,5.4,5.4,5.4,5.4,5.4,5.4,,0,1,0,73,73,73,73,73,73,,0
exchangeProfileId,protein-pork-standard,1,1,viandes-volaille-pork-shoulder,1,0,8,8,8,8,8,8,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,4,4,4,4,4,4,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,protein-powdered-peanut,1,1,autres-sources-proteinees-5-tbsp-pb2,1,0,9,9,9,9,9,9,,0,1,0,7.5,7.5,7.5,7.5,7.5,7.5,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,90,90,90,90,90,90,,0
exchangeProfileId,protein-processed-meat-high-fat,2,2,viandes-volaille-sausage,2,0,4.1,4.1,3.45,4.75,2.8,5.4,1.838477631085024,1.3000000000000003,2,0,0.5,0.5,0.35000000000000003,0.6500000000000001,0.2,0.8,0.42426406871192857,0.30000000000000004,2,0,0,0,0,0,0,0,0,0,2,0,4.85,4.85,4.025,5.675,3.2,6.5,2.3334523779156067,1.65,2,0,63,63,53.5,72.5,44,82,26.870057685088806,19
exchangeProfileId,protein-processed-poultry,1,1,viandes-volaille-turkey-bacon,1,0,8.9,8.9,8.9,8.9,8.9,8.9,,0,1,0,1.3,1.3,1.3,1.3,1.3,1.3,,0,1,0,0,0,0,0,0,0,,0,1,0,7.8,7.8,7.8,7.8,7.8,7.8,,0,1,0,110,110,110,110,110,110,,0
exchangeProfileId,protein-processed-seafood,1,1,poissons-fruits-mer-surimi,1,0,4.6,4.6,4.6,4.6,4.6,4.6,,0,1,0,2.1,2.1,2.1,2.1,2.1,2.1,,0,1,0,0,0,0,0,0,0,,0,1,0,0.3,0.3,0.3,0.3,0.3,0.3,,0,1,0,30,30,30,30,30,30,,0
exchangeProfileId,protein-ready-to-drink,2,2,autres-sources-proteinees-core-power-fairlife-elite-vanilla-42g,2,0,10.1,10.1,10.1,10.1,10.1,10.1,0,0,2,0,2.05,2.05,1.975,2.125,1.9,2.2,0.21213203435596445,0.15000000000000013,2,0,0.25,0.25,0.125,0.375,0,0.5,0.3535533905932738,0.25,2,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,2,0,56,56,56,56,56,56,0,0
exchangeProfileId,protein-rice,1,1,autres-sources-proteinees-now-sprouted-brown-rice-protein,1,0,12,12,12,12,12,12,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,45,45,45,45,45,45,,0
exchangeProfileId,protein-rtd-muscle-milk,1,1,autres-sources-proteinees-ready-to-drink-protein-shake,1,0,10,10,10,10,10,10,,0,1,0,3.9,3.9,3.9,3.9,3.9,3.9,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,3.7,3.7,3.7,3.7,3.7,3.7,,0,1,0,88,88,88,88,88,88,,0
exchangeProfileId,protein-rtd-premier,1,1,autres-sources-proteinees-premier-protein-chocolate-peanut-butter,1,0,9.2,9.2,9.2,9.2,9.2,9.2,,0,1,0,1.8,1.8,1.8,1.8,1.8,1.8,,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,,0,1,0,0.9,0.9,0.9,0.9,0.9,0.9,,0,1,0,49,49,49,49,49,49,,0
exchangeProfileId,protein-seafood-specialty,1,1,poissons-fruits-mer-caviar,1,0,7.4,7.4,7.4,7.4,7.4,7.4,,0,1,0,1.2,1.2,1.2,1.2,1.2,1.2,,0,1,0,0,0,0,0,0,0,,0,1,0,5.4,5.4,5.4,5.4,5.4,5.4,,0,1,0,79,79,79,79,79,79,,0
exchangeProfileId,protein-seitan-branded,1,1,autres-sources-proteinees-seitan,1,0,12,12,12,12,12,12,,0,1,0,4,4,4,4,4,4,,0,1,0,1,1,1,1,1,1,,0,1,0,6,6,6,6,6,6,,0,1,0,120,120,120,120,120,120,,0
exchangeProfileId,protein-shellfish-lean,3,3,poissons-fruits-mer-crab,3,0,9.866666666666667,10.3,9.45,10.5,8.6,10.7,1.115048578911849,0.3999999999999986,3,0,0.2333333333333333,0,0,0.35,0,0.7,0.40414518843273806,0,3,0,0,0,0,0,0,0,0,0,3,0,0.6333333333333333,0.7,0.55,0.75,0.4,0.8,0.20816659994661327,0.10000000000000009,3,0,48.666666666666664,52,46,53,40,54,7.571877794400365,2
exchangeProfileId,protein-smoked-fish,1,1,poissons-fruits-mer-smoked-chinook-salmon,1,0,5.5,5.5,5.5,5.5,5.5,5.5,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,1.3,1.3,1.3,1.3,1.3,1.3,,0,1,0,35,35,35,35,35,35,,0
exchangeProfileId,protein-smoked-turkey,1,1,viandes-volaille-extra-lean-smoked-turkey,1,0,8.8,8.8,8.8,8.8,8.8,8.8,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,49,49,49,49,49,49,,0
exchangeProfileId,protein-soy-isolate,1,1,autres-sources-proteinees-soy-protein-isolate,1,0,10.6,10.6,10.6,10.6,10.6,10.6,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0.4,0.4,0.4,0.4,0.4,0.4,,0,1,0,40,40,40,40,40,40,,0
exchangeProfileId,protein-tempeh,1,1,autres-sources-proteinees-tempeh,1,0,10.1,10.1,10.1,10.1,10.1,10.1,,0,1,0,3.8,3.8,3.8,3.8,3.8,3.8,,0,0,1,,,,,,,,,1,0,5.4,5.4,5.4,5.4,5.4,5.4,,0,1,0,96,96,96,96,96,96,,0
exchangeProfileId,protein-tempeh-cooked,1,1,autres-sources-proteinees-cooked-tempeh,1,0,10,10,10,10,10,10,,0,1,0,3.8,3.8,3.8,3.8,3.8,3.8,,0,0,1,,,,,,,,,1,0,5.7,5.7,5.7,5.7,5.7,5.7,,0,1,0,98,98,98,98,98,98,,0
exchangeProfileId,protein-tofu-extra-firm,1,1,autres-sources-proteinees-extra-firm-tofu,1,0,11.3,11.3,11.3,11.3,11.3,11.3,,0,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,5.2,5.2,5.2,5.2,5.2,5.2,,0,1,0,98,98,98,98,98,98,,0
exchangeProfileId,protein-tofu-firm,1,1,autres-sources-proteinees-firm-tofu,1,0,10.1,10.1,10.1,10.1,10.1,10.1,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,0.4,0.4,0.4,0.4,0.4,0.4,,0,1,0,6,6,6,6,6,6,,0,1,0,95,95,95,95,95,95,,0
exchangeProfileId,protein-tofu-silken-firm,1,1,autres-sources-proteinees-silken-firm-tofu,1,0,10.4,10.4,10.4,10.4,10.4,10.4,,0,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,4.1,4.1,4.1,4.1,4.1,4.1,,0,1,0,93,93,93,93,93,93,,0
exchangeProfileId,protein-turkey,1,1,viandes-volaille-turkey,1,0,9.2,9.2,9.2,9.2,9.2,9.2,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,53,53,53,53,53,53,,0
exchangeProfileId,protein-veal,1,1,viandes-volaille-veal-cutlet,1,0,10.8,10.8,10.8,10.8,10.8,10.8,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,54,54,54,54,54,54,,0
exchangeProfileId,protein-whey-generic,1,1,autres-sources-proteinees-scoop-whey-protein,1,0,11.7,11.7,11.7,11.7,11.7,11.7,,0,1,0,0.9,0.9,0.9,0.9,0.9,0.9,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,53,53,53,53,53,53,,0
exchangeProfileId,protein-whey-hydrolysate,1,1,autres-sources-proteinees-optimum-hydrowhey-strawberry,1,0,15,15,15,15,15,15,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,0,0,0,0,0,0,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,protein-whey-isolate,1,1,autres-sources-proteinees-scoop-whey-isolate,1,0,12.5,12.5,12.5,12.5,12.5,12.5,,0,1,0,1,1,1,1,1,1,,0,1,0,0,0,0,0,0,0,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,55,55,55,55,55,55,,0
exchangeProfileId,starch-bread-bagel,1,1,feculents-bagel,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,18.1,18.1,18.1,18.1,18.1,18.1,,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,91,91,91,91,91,91,,0
exchangeProfileId,starch-bread-bun,1,1,feculents-hamburger-hot-dog-bun,1,0,4.3,4.3,4.3,4.3,4.3,4.3,,0,1,0,22.1,22.1,22.1,22.1,22.1,22.1,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,123,123,123,123,123,123,,0
exchangeProfileId,starch-bread-english-muffin,1,1,feculents-english-muffin-hot-dog-or-hamburger-bun,1,0,2.7,2.7,2.7,2.7,2.7,2.7,,0,1,0,12.8,12.8,12.8,12.8,12.8,12.8,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,,0,1,0,67,67,67,67,67,67,,0
exchangeProfileId,starch-bread-ezekiel-original,1,1,feculents-slice-ezekiel-sprouted-bread,1,0,5,5,5,5,5,5,,0,1,0,15,15,15,15,15,15,,0,1,0,3,3,3,3,3,3,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,80,80,80,80,80,80,,0
exchangeProfileId,starch-bread-pita-whole-wheat,1,1,feculents-10-2-cm-wheat-pita,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,17.7,17.7,17.7,17.7,17.7,17.7,,0,1,0,2,2,2,2,2,2,,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,,0,1,0,85,85,85,85,85,85,,0
exchangeProfileId,starch-bread-rye,1,1,feculents-rye-bread,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,13.2,13.2,13.2,13.2,13.2,13.2,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,68,68,68,68,68,68,,0
exchangeProfileId,starch-bread-sprouted-generic,1,1,feculents-slice-sprouted-bread,1,0,5.1,5.1,5.1,5.1,5.1,5.1,,0,1,0,16.6,16.6,16.6,16.6,16.6,16.6,,0,1,0,3.3,3.3,3.3,3.3,3.3,3.3,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,100,100,100,100,100,100,,0
exchangeProfileId,starch-bread-whole-wheat,1,1,feculents-slice-bread,1,0,3.9,3.9,3.9,3.9,3.9,3.9,,0,1,0,16.4,16.4,16.4,16.4,16.4,16.4,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,93,93,93,93,93,93,,0
exchangeProfileId,starch-breakfast-cereal-cheerios,1,1,feculents-lightly-sweetened-breakfast-cereal,1,0,3.9,3.9,3.9,3.9,3.9,3.9,,0,1,0,21.8,21.8,21.8,21.8,21.8,21.8,,0,1,0,3.3,3.3,3.3,3.3,3.3,3.3,,0,1,0,1.9,1.9,1.9,1.9,1.9,1.9,,0,1,0,119,119,119,119,119,119,,0
exchangeProfileId,starch-chestnut,1,1,noix-graines-roasted-chestnuts,1,0,1,1,1,1,1,1,,0,1,0,15.9,15.9,15.9,15.9,15.9,15.9,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,0.7,0.7,0.7,0.7,0.7,0.7,,0,1,0,74,74,74,74,74,74,,0
exchangeProfileId,starch-cooked-grain,1,1,feculents-cooked-quinoa,1,0,3.3,3.3,3.3,3.3,3.3,3.3,,0,1,0,16,16,16,16,16,16,,0,1,0,2.1,2.1,2.1,2.1,2.1,2.1,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,90,90,90,90,90,90,,0
exchangeProfileId,starch-cooked-grain-barley,1,1,feculents-cooked-barley,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,21.2,21.2,21.2,21.2,21.2,21.2,,0,1,0,1.8,1.8,1.8,1.8,1.8,1.8,,0,1,0,0.3,0.3,0.3,0.3,0.3,0.3,,0,1,0,92,92,92,92,92,92,,0
exchangeProfileId,starch-cooked-grain-buckwheat,1,1,feculents-cooked-buckwheat,1,0,2.5,2.5,2.5,2.5,2.5,2.5,,0,1,0,15,15,15,15,15,15,,0,1,0,2,2,2,2,2,2,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,69,69,69,69,69,69,,0
exchangeProfileId,starch-cooked-grain-bulgur,1,1,feculents-cooked-bulgur,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,13.9,13.9,13.9,13.9,13.9,13.9,,0,1,0,2.1,2.1,2.1,2.1,2.1,2.1,,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,62,62,62,62,62,62,,0
exchangeProfileId,starch-cooked-grain-couscous,1,1,feculents-cooked-couscous,1,0,2.8,2.8,2.8,2.8,2.8,2.8,,0,1,0,17.4,17.4,17.4,17.4,17.4,17.4,,0,1,0,0.7,0.7,0.7,0.7,0.7,0.7,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,84,84,84,84,84,84,,0
exchangeProfileId,starch-cooked-grain-millet,1,1,feculents-cooked-millet,1,0,2.6,2.6,2.6,2.6,2.6,2.6,,0,1,0,17.8,17.8,17.8,17.8,17.8,17.8,,0,1,0,2.2,2.2,2.2,2.2,2.2,2.2,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,89,89,89,89,89,89,,0
exchangeProfileId,starch-corn,1,1,feculents-boiled-drained-corn,1,0,2.6,2.6,2.6,2.6,2.6,2.6,,0,1,0,15.7,15.7,15.7,15.7,15.7,15.7,,0,1,0,1.8,1.8,1.8,1.8,1.8,1.8,,0,1,0,1.1,1.1,1.1,1.1,1.1,1.1,,0,1,0,72,72,72,72,72,72,,0
exchangeProfileId,starch-fat-granola,1,1,noix-graines-homemade-protein-granola,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,15.9,15.9,15.9,15.9,15.9,15.9,,0,1,0,2.6,2.6,2.6,2.6,2.6,2.6,,0,1,0,7.3,7.3,7.3,7.3,7.3,7.3,,0,1,0,147,147,147,147,147,147,,0
exchangeProfileId,starch-legume-black-bean,1,1,feculents-cooked-black-beans,1,0,8.9,8.9,8.9,8.9,8.9,8.9,,0,1,0,23.7,23.7,23.7,23.7,23.7,23.7,,0,1,0,7,7,7,7,7,7,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,132,132,132,132,132,132,,0
exchangeProfileId,starch-legume-chickpea,1,1,feculents-cooked-legumes,1,0,8.9,8.9,8.9,8.9,8.9,8.9,,0,1,0,27.4,27.4,27.4,27.4,27.4,27.4,,0,1,0,4.6,4.6,4.6,4.6,4.6,4.6,,0,1,0,2.6,2.6,2.6,2.6,2.6,2.6,,0,1,0,164,164,164,164,164,164,,0
exchangeProfileId,starch-legume-lentil,1,1,feculents-cooked-beluga-lentils,1,0,9,9,9,9,9,9,,0,1,0,20.1,20.1,20.1,20.1,20.1,20.1,,0,1,0,4.3,4.3,4.3,4.3,4.3,4.3,,0,1,0,0.4,0.4,0.4,0.4,0.4,0.4,,0,1,0,116,116,116,116,116,116,,0
exchangeProfileId,starch-oatmeal-instant-dry,1,1,feculents-plain-oatmeal-uncooked,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,18.9,18.9,18.9,18.9,18.9,18.9,,0,1,0,2.8,2.8,2.8,2.8,2.8,2.8,,0,1,0,1.9,1.9,1.9,1.9,1.9,1.9,,0,1,0,107,107,107,107,107,107,,0
exchangeProfileId,starch-oatmeal-prepared,1,1,feculents-rolled-oats,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,23.4,23.4,23.4,23.4,23.4,23.4,,0,1,0,3.5,3.5,3.5,3.5,3.5,3.5,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,133,133,133,133,133,133,,0
exchangeProfileId,starch-oats-dry,1,1,feculents-rolled-oats-uncooked,1,0,5.9,5.9,5.9,5.9,5.9,5.9,,0,1,0,23.2,23.2,23.2,23.2,23.2,23.2,,0,1,0,3.7,3.7,3.7,3.7,3.7,3.7,,0,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,136,136,136,136,136,136,,0
exchangeProfileId,starch-pasta-enriched,1,1,feculents-cooked-pasta,1,0,4.4,4.4,4.4,4.4,4.4,4.4,,0,1,0,23.1,23.1,23.1,23.1,23.1,23.1,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,0.7,0.7,0.7,0.7,0.7,0.7,,0,1,0,119,119,119,119,119,119,,0
exchangeProfileId,starch-pasta-whole-wheat,1,1,feculents-cooked-whole-wheat-pasta,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,22.6,22.6,22.6,22.6,22.6,22.6,,0,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,1.3,1.3,1.3,1.3,1.3,1.3,,0,1,0,112,112,112,112,112,112,,0
exchangeProfileId,starch-potato-boiled,1,1,feculents-boiled-potato,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,20,20,20,20,20,20,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,86,86,86,86,86,86,,0
exchangeProfileId,starch-potato-mashed-milk,1,1,feculents-mashed-potato-with-milk,1,0,2.1,2.1,2.1,2.1,2.1,2.1,,0,1,0,20,20,20,20,20,20,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,0.4,0.4,0.4,0.4,0.4,0.4,,0,1,0,90,90,90,90,90,90,,0
exchangeProfileId,starch-rice-brown,1,1,feculents-cooked-brown-rice,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,23.5,23.5,23.5,23.5,23.5,23.5,,0,1,0,1.9,1.9,1.9,1.9,1.9,1.9,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,112,112,112,112,112,112,,0
exchangeProfileId,starch-rice-cake,1,1,feculents-rice-cakes,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,14.7,14.7,14.7,14.7,14.7,14.7,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,starch-rice-white,1,1,feculents-cooked-rice,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,28.6,28.6,28.6,28.6,28.6,28.6,,0,0,1,,,,,,,,,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,130,130,130,130,130,130,,0
exchangeProfileId,starch-root-jerusalem-artichoke,1,1,feculents-jerusalem-artichoke,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,14.8,14.8,14.8,14.8,14.8,14.8,,0,1,0,1.4,1.4,1.4,1.4,1.4,1.4,,0,1,0,0,0,0,0,0,0,,0,1,0,62,62,62,62,62,62,,0
exchangeProfileId,starch-sweet-potato,1,1,feculents-medium-sweet-potato,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,15.5,15.5,15.5,15.5,15.5,15.5,,0,1,0,2.5,2.5,2.5,2.5,2.5,2.5,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,68,68,68,68,68,68,,0
